windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount
271,1770808784.809892,1770808789.809892,62.0,84.25806451612904,116.10875843947528,3.0,3.0,4.0,4.0,7.0,51.0
272,1770808789.809892,1770808794.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
273,1770808794.809892,1770808799.809892,5.0,351.8,328.4611088089425,2.0,2.0,2.0,2.0,5.0,0.0
274,1770808799.809892,1770808804.809892,59.0,77.69491525423729,98.58485828992416,2.0,2.0,2.0,2.0,5.0,54.0
275,1770808804.809892,1770808809.809892,393.0,227.81424936386767,311.98823172551425,3.0,3.0,4.0,4.0,393.0,0.0
276,1770808809.809892,1770808814.809892,540.0,798.3611111111111,696.6503404255893,6.0,6.0,7.0,7.0,536.0,4.0
277,1770808814.809892,1770808819.809892,679.0,909.2665684830633,705.4407780765947,3.0,3.0,4.0,4.0,668.0,11.0
278,1770808819.809892,1770808824.809892,23.0,241.52173913043478,275.72233555537474,2.0,2.0,4.0,4.0,23.0,0.0
279,1770808824.809892,1770808829.809892,424.0,837.9481132075472,719.2092368562926,3.0,3.0,4.0,4.0,424.0,0.0
280,1770808829.809892,1770808834.809892,65.0,98.70769230769231,145.74289466781514,2.0,2.0,3.0,3.0,10.0,53.0
281,1770808834.809892,1770808839.809892,623.0,879.6035313001605,712.7880532092264,3.0,2.0,2.0,3.0,623.0,0.0
282,1770808839.809892,1770808844.809892,13.0,260.2307692307692,280.07563081132025,3.0,3.0,5.0,5.0,13.0,0.0
283,1770808844.809892,1770808849.809892,509.0,771.1591355599214,722.3867294121253,3.0,3.0,2.0,2.0,451.0,58.0
