frame.time_epoch,ip.src,ip.dst,ip.ttl,tcp.flags,tcp.window_size_value,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
1770808146.750220000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.772958000,192.168.0.35,81.20.48.146,64,0x0010,0,6,60,50130,443,,
1770808146.809043000,192.168.0.35,81.20.48.146,64,0x0010,400,6,60,50130,443,,
1770808146.825858000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.825955000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.826104000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.826207000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.826345000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.826452000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.826591000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.826698000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.826837000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.826944000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.827083000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.827190000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.827336000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.827431000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.827542000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1362,443,50130,,
1770808146.827691000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.827794000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.881121000,192.168.0.35,81.20.48.146,64,0x0010,15,6,60,50130,443,,
1770808147.165051000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1014,443,50130,,
1770808147.167103000,192.168.0.35,81.20.48.146,64,0x0010,0,6,60,50130,443,,
1770808147.444936000,81.20.48.146,192.168.0.35,57,0x0010,242,6,60,443,50130,,
1770808147.446389000,192.168.0.35,81.20.48.146,64,0x0010,0,6,60,50130,443,,
1770808147.980983000,81.20.48.146,192.168.0.35,57,0x0010,242,6,60,443,50130,,
