windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
274,1770808799.809892,1770808804.809892,59,77.69491525423729,98.58485828992416,2,2,2,2,5,54,idle
275,1770808804.809892,1770808809.809892,393,227.81424936386767,311.98823172551425,3,3,4,4,393,0,alexa_continuousStream
276,1770808809.809892,1770808814.809892,540,798.3611111111111,696.6503404255893,6,6,7,7,536,4,alexa_continuousStream
277,1770808814.809892,1770808819.809892,679,909.2665684830633,705.4407780765947,3,3,4,4,668,11,alexa_continuousStream
278,1770808819.809892,1770808824.809892,23,241.52173913043478,275.72233555537474,2,2,4,4,23,0,alexa_continuousStream
279,1770808824.809892,1770808829.809892,424,837.9481132075472,719.2092368562926,3,3,4,4,424,0,alexa_continuousStream
280,1770808829.809892,1770808834.809892,65,98.70769230769231,145.74289466781514,2,2,3,3,10,53,alexa_continuousStream
281,1770808834.809892,1770808839.809892,623,879.6035313001605,712.7880532092264,3,2,2,3,623,0,alexa_continuousStream
282,1770808839.809892,1770808844.809892,13,260.2307692307692,280.07563081132025,3,3,5,5,13,0,alexa_continuousStream
283,1770808844.809892,1770808849.809892,509,771.1591355599214,722.3867294121253,3,3,2,2,451,58,alexa_continuousStream
284,1770808849.809892,1770808854.809892,10,311.6,302.5422651832669,2,2,3,3,10,0,alexa_continuousStream
285,1770808854.809892,1770808859.809892,440,903.7181818181818,710.3110150949733,2,2,2,2,440,0,alexa_continuousStream
286,1770808859.809892,1770808864.809892,35,131.88571428571427,193.72111115612316,2,2,3,3,10,25,alexa_continuousStream
287,1770808864.809892,1770808869.809892,497,851.82092555332,716.0046335090294,3,2,2,3,497,0,alexa_continuousStream
288,1770808869.809892,1770808874.809892,7,220.71428571428572,260.4583871342434,3,3,4,4,7,0,alexa_continuousStream
289,1770808874.809892,1770808879.809892,426,856.1150234741784,719.5761258241669,4,4,3,3,383,43,alexa_continuousStream
290,1770808879.809892,1770808884.809892,7,209.14285714285714,266.60484402415284,2,2,2,2,5,0,alexa_continuousStream
291,1770808884.809892,1770808889.809892,467,881.7858672376874,714.655696967121,2,2,2,2,467,0,alexa_continuousStream
292,1770808889.809892,1770808894.809892,61,77.11475409836065,96.97991172757652,2,2,2,2,5,56,alexa_continuousStream
293,1770808894.809892,1770808899.809892,495,880.8585858585859,712.732158499341,3,2,2,3,495,0,alexa_continuousStream
294,1770808899.809892,1770808904.809892,7,220.71428571428572,260.4583871342434,3,3,4,4,7,0,alexa_continuousStream
