windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
432,1773243399.456046,1773243404.456046,577,322.3795493934142,365.9702806474288,5,5,8,8,577,0,idle
433,1773243404.456046,1773243409.456046,509,321.7878192534381,358.8357570811453,5,5,7,7,509,0,idle
434,1773243409.456046,1773243414.456046,357,307.2408963585434,362.6007619854827,5,5,8,8,357,0,idle
435,1773243414.456046,1773243419.456046,597,322.98324958123953,366.08462510611787,5,5,7,7,597,0,idle
436,1773243419.456046,1773243424.456046,527,321.21821631878555,366.80159032334177,5,5,7,7,527,0,idle
437,1773243424.456046,1773243429.456046,495,317.7090909090909,366.80100869261094,5,5,8,8,495,0,idle
438,1773243429.456046,1773243434.456046,345,321.6840579710145,375.71347848289616,5,5,7,7,345,0,idle
439,1773243434.456046,1773243439.456046,356,315.8511235955056,360.0659842093523,5,5,7,7,356,0,idle
440,1773243439.456046,1773243444.456046,452,312.1725663716814,364.65951236086215,5,5,8,8,452,0,idle
441,1773243444.456046,1773243449.456046,579,319.66321243523316,364.4226730704248,6,6,8,8,579,0,idle
442,1773243449.456046,1773243454.456046,444,314.5045045045045,363.20400460879046,5,6,7,7,442,2,idle
443,1773243454.456046,1773243459.456046,444,312.2545045045045,365.64497651546577,5,6,8,8,438,6,idle
444,1773243459.456046,1773243464.456046,464,311.0193965517241,362.2498953264141,6,6,9,9,464,0,bulbchange
445,1773243464.456046,1773243469.456046,437,315.324942791762,366.8214257512662,5,5,7,7,437,0,idle
446,1773243469.456046,1773243474.456046,371,314.08625336927224,370.1252499470377,6,6,9,9,371,0,bulboff
447,1773243474.456046,1773243479.456046,643,325.65007776049765,366.85341803396426,5,5,8,8,643,0,idle
448,1773243479.456046,1773243484.456046,533,320.3377110694184,358.6958290347567,6,6,10,9,533,0,bulbon
449,1773243484.456046,1773243489.456046,422,315.16824644549763,366.9025288651661,5,5,7,7,422,0,idle
