frame.time_epoch,ip.src,ip.dst,ip.ttl,tcp.flags,tcp.window_size_value,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
1770907201.421980000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.422004000,192.168.0.35,192.168.0.187,64,0x0018,1323,6,809,55022,55443,,
1770907201.422841000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.433583000,192.168.0.187,192.168.0.35,64,0x0010,935,6,66,48180,55443,,
1770907201.442829000,192.168.0.187,192.168.0.35,64,0x0018,935,6,807,48180,55443,,
1770907201.443148000,192.168.0.187,192.168.0.35,64,0x0018,989,6,216,55443,55022,,
1770907201.446824000,192.168.0.35,192.168.0.187,64,0x0018,895,6,216,55443,48180,,
1770907201.462763000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.485268000,192.168.0.35,192.168.0.187,64,0x0010,1351,6,66,55022,55443,,
1770907201.490947000,192.168.0.187,192.168.0.35,64,0x0018,989,6,112,55443,55022,,
1770907201.491343000,192.168.0.187,192.168.0.35,64,0x0010,958,6,66,48180,55443,,
1770907201.493325000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.493882000,192.168.0.35,192.168.0.187,64,0x0010,1351,6,66,55022,55443,,
1770907201.493883000,192.168.0.35,192.168.0.187,64,0x0018,895,6,112,55443,48180,,
1770907201.498944000,192.168.0.187,192.168.0.35,64,0x0010,958,6,66,48180,55443,,
1770907201.503445000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.520538000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.544202000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.554968000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.584233000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.586661000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.625416000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.635392000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.666873000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.667868000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.708705000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.714716000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.748312000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.749300000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.788770000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.792779000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.829426000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.830668000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.870008000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.872914000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.910661000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.911797000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.951297000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.952993000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907201.992004000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907201.996441000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.032986000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.036040000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.074268000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.075302000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.115350000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.116500000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.156408000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.157439000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.197039000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.276395000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.287055000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.288058000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.326211000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.327269000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.371495000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.372556000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.408200000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.409317000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.450958000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.452762000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.489616000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.490724000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.530717000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.531785000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.570854000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.572106000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.612186000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.613780000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.654569000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.657720000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.695226000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.696248000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.736157000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.737215000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.776814000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.799616000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.816322000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.819180000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.856904000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.858049000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907202.899360000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907202.997118000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907203.000753000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770907203.001708000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770907203.041486000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
